neuron,primitive,iou,weight
0,marital-status:Divorced,0.34079173838204113,-0.0049882386811077595
0,occupation:Handlers-cleaners,0.34079173838204113,-0.0049882386811077595
0,occupation:Protective-serv,0.34079173838204113,-0.0049882386811077595
1,education-num,0.46486486486478107,0.21765339374542236
1,relationship:Wife,0.46486486486478107,0.21765339374542236
1,marital-status:Married-civ-spouse,0.46486486486478107,0.21765339374542236
2,relationship:Own-child,0.3694968553458538,-0.08930757641792297
2,occupation:Transport-moving,0.3694968553458538,-0.08930757641792297
2,capital-loss,0.3694968553458538,-0.08930757641792297
3,education:11th,0.34684684684676875,-0.11978779733181
3,education:10th,0.34684684684676875,-0.11978779733181
3,marital-status:Widowed,0.34684684684676875,-0.11978779733181
4,marital-status:Never-married,0.4345794392522687,-0.19615833461284637
4,education-num,0.4345794392522687,-0.19615833461284637
4,marital-status:Widowed,0.4345794392522687,-0.19615833461284637
5,relationship:Husband,0.4577656675748695,0.12209059298038483
5,occupation:Sales,0.4577656675748695,0.12209059298038483
5,occupation:Adm-clerical,0.4577656675748695,0.12209059298038483
6,education:Masters,0.44536082474217625,0.0522625669836998
6,workclass:?,0.44536082474217625,0.0522625669836998
6,workclass:State-gov,0.44536082474217625,0.0522625669836998
7,marital-status:Never-married,0.3701015965166371,-0.19312791526317596
7,occupation:Adm-clerical,0.3701015965166371,-0.19312791526317596
7,workclass:Local-gov,0.3701015965166371,-0.19312791526317596
8,education-num,0.40669014084499877,0.21826353669166565
8,education:Bachelors,0.40669014084499877,0.21826353669166565
8,relationship:Wife,0.40669014084499877,0.21826353669166565
9,relationship:Own-child,0.38155802861679144,-0.14889200031757355
9,workclass:Self-emp-not-inc,0.38155802861679144,-0.14889200031757355
9,education:10th,0.38155802861679144,-0.14889200031757355
10,workclass:Private,0.39673105497765276,-0.1434612274169922
10,marital-status:Married-civ-spouse,0.39673105497765276,-0.1434612274169922
10,age,0.39673105497765276,-0.1434612274169922
11,relationship:Husband,0.4462934947049249,0.16465610265731812
11,education:HS-grad,0.4462934947049249,0.16465610265731812
11,occupation:Protective-serv,0.4462934947049249,0.16465610265731812
12,marital-status:Divorced,0.43586005830897434,-0.11282118409872055
12,relationship:Own-child,0.43586005830897434,-0.11282118409872055
12,occupation:Handlers-cleaners,0.43586005830897434,-0.11282118409872055
13,education-num,0.39999999999994734,0.027017025277018547
13,workclass:?,0.39999999999994734,0.027017025277018547
13,relationship:Own-child,0.39999999999994734,0.027017025277018547
14,relationship:Own-child,0.4307692307691479,-0.20672190189361572
14,native-country:?,0.4307692307691479,-0.20672190189361572
14,marital-status:Married-spouse-absent,0.4307692307691479,-0.20672190189361572
15,occupation:Craft-repair,0.35845896147397677,0.11260021477937698
15,capital-gain,0.35845896147397677,0.11260021477937698
15,native-country:?,0.35845896147397677,0.11260021477937698
16,education:HS-grad,0.409436834094306,-0.1932283639907837
16,marital-status:Married-civ-spouse,0.409436834094306,-0.1932283639907837
16,marital-status:Divorced,0.409436834094306,-0.1932283639907837
17,relationship:Unmarried,0.36948529411757913,-0.21250726282596588
17,workclass:?,0.36948529411757913,-0.21250726282596588
17,native-country:Mexico,0.36948529411757913,-0.21250726282596588
18,sex:Female,0.3658536585365358,-0.1476495862007141
18,relationship:Own-child,0.3658536585365358,-0.1476495862007141
18,education:Some-college,0.3658536585365358,-0.1476495862007141
19,occupation:Other-service,0.31884057971008717,-0.06931068003177643
19,education:10th,0.31884057971008717,-0.06931068003177643
19,education:11th,0.31884057971008717,-0.06931068003177643
20,marital-status:Married-civ-spouse,0.2768031189083551,0.15775318443775177
20,marital-status:Separated,0.2768031189083551,0.15775318443775177
20,occupation:Machine-op-inspct,0.2768031189083551,0.15775318443775177
21,education:Bachelors,0.451768488745908,0.2285842001438141
21,capital-loss,0.451768488745908,0.2285842001438141
21,education:Assoc-voc,0.451768488745908,0.2285842001438141
22,marital-status:Divorced,0.3839869281045124,-0.1779078245162964
22,workclass:?,0.3839869281045124,-0.1779078245162964
22,education:11th,0.3839869281045124,-0.1779078245162964
23,marital-status:Never-married,0.5019685039369091,-0.2158127725124359
23,relationship:Not-in-family,0.5019685039369091,-0.2158127725124359
23,education:7th-8th,0.5019685039369091,-0.2158127725124359
24,occupation:Exec-managerial,0.5439560439559443,0.06438713520765305
24,workclass:Self-emp-not-inc,0.5439560439559443,0.06438713520765305
24,education:Masters,0.5439560439559443,0.06438713520765305
25,education:Bachelors,0.4700665188469024,0.14095857739448547
25,workclass:Self-emp-not-inc,0.4700665188469024,0.14095857739448547
