neuron,feature,iou,weight
0,(((marital-status:Divorced OR occupation:Handlers-cleaners) OR occupation:Protective-serv) OR education:Doctorate),0.37349397590355016,-0.0049882386811077595
1,(((education-num OR relationship:Wife) AND marital-status:Married-civ-spouse) OR occupation:Protective-serv),0.4929328621907256,0.21765339374542236
2,(((relationship:Own-child OR occupation:Transport-moving) OR native-country:Mexico) AND (NOT workclass:?)),0.3953068592057048,-0.08930757641792297
3,(((education:11th OR education:10th) OR marital-status:Widowed) OR education:7th-8th),0.4026845637582992,-0.11978779733181
4,(((marital-status:Never-married AND (NOT education-num)) OR marital-status:Widowed) OR education:1st-4th),0.4485981308410516,-0.19615833461284637
5,(((relationship:Husband AND (NOT occupation:Sales)) AND (NOT occupation:Adm-clerical)) AND (NOT occupation:Protective-serv)),0.470505617977462,0.12209059298038483
6,(((education:Masters OR workclass:?) OR workclass:State-gov) OR education:Doctorate),0.48247422680402424,0.0522625669836998
7,(((marital-status:Never-married AND (NOT occupation:Adm-clerical)) AND (NOT workclass:Local-gov)) AND (NOT occupation:Transport-moving)),0.3836858006041716,-0.19312791526317596
8,(((education-num AND (NOT education:Bachelors)) OR relationship:Wife) AND (NOT education:Assoc-acdm)),0.44664031620544536,0.21826353669166565
9,(((relationship:Own-child OR workclass:Self-emp-not-inc) OR education:10th) OR marital-status:Separated),0.39938080495349854,-0.14889200031757355
10,(((workclass:Private AND (NOT marital-status:Married-civ-spouse)) AND (NOT age)) AND (NOT education:Bachelors)),0.4254606365158416,-0.1434612274169922
11,(((relationship:Husband AND (NOT education:HS-grad)) OR occupation:Protective-serv) AND (NOT occupation:Craft-repair)),0.4698996655517608,0.16465610265731812
12,(((marital-status:Divorced OR relationship:Own-child) OR occupation:Handlers-cleaners) AND (NOT occupation:Other-service)),0.46428571428563886,-0.11282118409872055
13,(((education-num OR workclass:?) AND (NOT relationship:Own-child)) AND (NOT workclass:Local-gov)),0.41899441340776267,0.027017025277018547
14,(((relationship:Own-child OR native-country:?) OR marital-status:Married-spouse-absent) OR native-country:Mexico),0.45676691729314717,-0.20672190189361572
15,(((occupation:Craft-repair OR capital-gain) OR native-country:?) OR education:11th),0.383647798742078,0.11260021477937698
16,(((education:HS-grad AND (NOT marital-status:Married-civ-spouse)) OR marital-status:Divorced) AND (NOT occupation:Adm-clerical)),0.4444444444443684,-0.1932283639907837
17,(((relationship:Unmarried OR workclass:?) OR native-country:Mexico) OR education:Assoc-acdm),0.39754816112077096,-0.21250726282596588
18,(((sex:Female OR relationship:Own-child) AND (NOT education:Some-college)) OR occupation:Handlers-cleaners),0.3884514435695028,-0.1476495862007141
19,(((occupation:Other-service OR marital-status:Divorced) OR education:10th) AND (NOT education:Some-college)),0.35254237288129614,-0.06931068003177643
20,(((marital-status:Married-civ-spouse OR marital-status:Separated) AND (NOT occupation:Machine-op-inspct)) AND (NOT occupation:Transport-moving)),0.2944849115504376,0.15775318443775177
21,(((education:Bachelors OR capital-loss) OR education:Assoc-voc) OR occupation:Tech-support),0.4732704402514979,0.2285842001438141
22,(((marital-status:Divorced OR workclass:?) OR education:11th) OR native-country:Mexico),0.40544871794865295,-0.1779078245162964
23,(((marital-status:Never-married AND (NOT relationship:Not-in-family)) OR education:7th-8th) AND (NOT education-num)),0.5428571428570236,-0.2158127725124359
24,(((occupation:Exec-managerial OR workclass:Self-emp-not-inc) OR education:Masters) OR occupation:Tech-support),0.5549828178693204,0.06438713520765305
25,(((education:Bachelors OR workclass:Self-emp-not-inc) AND marital-status:Married-civ-spouse) OR education:Prof-school),0.5188470066517696,0.14095857739448547
26,(((marital-status:Married-civ-spouse AND workclass:Private) OR workclass:Federal-gov) AND native-country:United-States),0.42290748898672204,0.1725473403930664
27,(((education-num AND (NOT education:Bachelors)) OR workclass:Local-gov) OR education:7th-8th),0.44127516778516085,0.13323935866355896
28,(((marital-status:Never-married AND (NOT relationship:Not-in-family)) OR occupation:Other-service) OR native-country:Mexico),0.44855305466230727,-0.23160262405872345
29,(((marital-status:Never-married AND (NOT education:Some-college)) OR marital-status:Separated) AND (NOT education:Bachelors)),0.4178571428570682,-0.1641210913658142
30,(((marital-status:Married-civ-spouse AND (NOT education-num)) OR education:Prof-school) AND (NOT occupation:Machine-op-inspct)),0.4330827067668521,0.1859022080898285
31,(((occupation:Prof-specialty OR workclass:Self-emp-inc) OR workclass:Self-emp-not-inc) AND marital-status:Married-civ-spouse),0.49563318777281756,0.13250447809696198
32,(((relationship:Husband AND (NOT occupation:Transport-moving)) OR workclass:Federal-gov) OR marital-status:Separated),0.35242290748894795,0.20843960344791412
33,(((education-num OR relationship:Wife) AND marital-status:Married-civ-spouse) OR occupation:Transport-moving),0.5277310924368861,0.1530311405658722
34,(((occupation:Other-service OR occupation:Handlers-cleaners) OR education:11th) OR education:10th),0.3996478873238733,-0.10359474271535873
35,(((relationship:Own-child OR occupation:Craft-repair) OR occupation:Farming-fishing) OR native-country:?),0.3606102635228348,-0.17044857144355774
36,(((occupation:Other-service OR education:10th) OR workclass:Local-gov) OR occupation:Machine-op-inspct),0.3211143695014192,-0.1998574286699295
37,(((relationship:Husband AND education-num) OR capital-gain) AND (NOT occupation:Craft-repair)),0.43984962406006767,0.15236444771289825
38,(((occupation:Other-service OR workclass:?) OR occupation:Handlers-cleaners) AND (NOT education:Some-college)),0.36711281070738677,-0.07543759793043137
39,(((relationship:Husband AND (NOT education:HS-grad)) AND (NOT occupation:Craft-repair)) OR education:Masters),0.47096774193540786,0.144889235496521
40,(((relationship:Own-child OR marital-status:Divorced) AND (NOT education-num)) OR workclass:Local-gov),0.39668174962286623,-0.13646560907363892
41,(((workclass:? OR workclass:Local-gov) OR education:10th) OR education:11th),0.384892086330866,-0.25876978039741516
42,(((relationship:Wife OR workclass:Self-emp-not-inc) OR education:11th) OR relationship:Other-relative),0.37433155080207225,-0.1444215178489685
43,(((education:Some-college OR education:Assoc-voc) AND (NOT marital-status:Married-civ-spouse)) OR occupation:Handlers-cleaners),0.3948811700182093,-0.22290053963661194
44,(((native-country:United-States AND (NOT marital-status:Married-civ-spouse)) AND (NOT education-num)) AND (NOT occupation:Sales)),0.34973404255314494,-0.1455630511045456
45,(((workclass:? OR occupation:Handlers-cleaners) OR native-country:?) OR native-country:Mexico),0.37319587628858286,-0.13101188838481903
46,(((relationship:Own-child OR occupation:Farming-fishing) OR workclass:?) OR occupation:Protective-serv),0.40165289256191705,-0.10598361492156982
47,(((occupation:Other-service OR occupation:Handlers-cleaners) OR occupation:Farming-fishing) OR marital-status:Separated),0.4181818181817421,-0.2050807923078537
48,(((education:Bachelors OR workclass:Self-emp-not-inc) AND (NOT marital-status:Never-married)) OR workclass:Self-emp-inc),0.5590551181101262,0.20373183488845825
49,(((relationship:Own-child OR relationship:Not-in-family) OR relationship:Other-relative) AND (NOT occupation:Sales)),0.3632075471697685,-0.1455501914024353
50,(((education-num AND (NOT education:Assoc-acdm)) OR workclass:State-gov) AND (NOT occupation:Sales)),0.49535603715162607,0.1731874793767929
51,(((occupation:Prof-specialty OR education:Masters) OR capital-gain) AND (NOT education:HS-grad)),0.5498007968126395,0.1660042107105255
52,(((occupation:Prof-specialty OR education:Masters) OR occupation:Protective-serv) OR education:12th),0.36007130124770764,0.2181507796049118
53,(((marital-status:Never-married OR marital-status:Divorced) AND (NOT education-num)) AND (NOT education:Some-college)),0.4710144927535378,-0.1768694818019867
54,(((occupation:Craft-repair OR capital-gain) OR relationship:Wife) OR occupation:Transport-moving),0.37412095639938475,0.1366855800151825
55,(((relationship:Own-child OR occupation:Other-service) OR occupation:Machine-op-inspct) AND (NOT marital-status:Married-civ-spouse)),0.5133689839571277,-0.21611741185188293
56,(((marital-status:Never-married AND (NOT education-num)) OR occupation:Farming-fishing) OR native-country:Mexico),0.36920777279516154,-0.10460914671421051
57,(((occupation:Other-service OR relationship:Unmarried) OR native-country:Mexico) OR occupation:Tech-support),0.3732283464566341,-0.21707075834274292
58,(((marital-status:Married-civ-spouse AND (NOT occupation:Adm-clerical)) AND (NOT occupation:Sales)) AND (NOT education:Assoc-voc)),0.43388960205385957,0.0773467943072319
59,(((occupation:Exec-managerial OR workclass:State-gov) OR workclass:Federal-gov) OR native-country:?),0.445672191528463,0.2335463911294937
60,(((marital-status:Married-civ-spouse AND (NOT education:HS-grad)) AND (NOT education:Masters)) OR native-country:?),0.4231332357246818,0.17240352928638458
61,(((relationship:Own-child OR occupation:Farming-fishing) OR education:7th-8th) OR occupation:Protective-serv),0.3968253968253268,-0.1826837658882141
62,(((relationship:Own-child OR education:Bachelors) AND (NOT relationship:Husband)) AND (NOT occupation:Tech-support)),0.4495575221238142,-0.06194860115647316
63,(((relationship:Husband OR marital-status:Divorced) AND (NOT education:HS-grad)) OR education:Assoc-acdm),0.3992628992628502,0.20041801035404205
